#X Y Z
93.49902 55.35844 -533.36457
103.49902 55.35844 -533.36429
113.49902 55.35844 -533.36379
123.49902 55.35844 -533.36315
133.49902 55.35844 -533.36243
143.49902 55.35844 -533.36171
153.49902 55.35844 -533.36112
163.49902 55.35844 -533.36065
173.49902 55.35844 -533.36009
183.49902 55.35844 -533.35915
193.49902 55.35844 -533.36019
203.49902 55.35844 -533.36025
213.49902 55.35844 -533.36025
223.49902 55.35844 -533.36029
233.49902 55.35844 -533.36045
243.49902 55.35844 -533.36069
253.49902 55.35844 -533.36092
263.49902 55.35844 -533.36105
273.49902 55.35844 -533.36107
273.49902 65.35844 -533.36066
263.49902 65.35844 -533.36042
253.49902 65.35844 -533.36006
243.49902 65.35844 -533.35959
233.49902 65.35844 -533.35912
223.49902 65.35844 -533.35879
213.49902 65.35844 -533.35871
203.49902 65.35844 -533.35886
193.49902 65.35844 -533.35912
183.49902 65.35844 -533.35935
173.49902 65.35844 -533.35941
163.49902 65.35844 -533.35926
153.49902 65.35844 -533.35906
143.49902 65.35844 -533.35905
133.49902 65.35844 -533.35930
123.49902 65.35844 -533.35969
113.49902 65.35844 -533.36008
103.49902 65.35844 -533.36041
93.49902 65.35844 -533.36065
93.49902 75.35844 -533.35918
103.49902 75.35844 -533.35916
113.49902 75.35844 -533.35900
123.49902 75.35844 -533.35876
133.49902 75.35844 -533.35853
143.49902 75.35844 -533.35841
153.49902 75.35844 -533.35840
163.49902 75.35844 -533.35831
173.49902 75.35844 -533.35798
183.49902 75.35844 -533.35744
193.49902 75.35844 -533.35683
203.49902 75.35844 -533.35635
213.49902 75.35844 -533.35617
223.49902 75.35844 -533.35639
233.49902 75.35844 -533.35697
243.49902 75.35844 -533.35772
253.49902 75.35844 -533.35843
263.49902 75.35844 -533.35905
273.49902 75.35844 -533.35953
273.49902 85.35844 -533.35796
263.49902 85.35844 -533.35726
253.49902 85.35844 -533.35637
243.49902 85.35844 -533.35538
233.49902 85.35844 -533.35436
223.49902 85.35844 -533.35345
213.49902 85.35844 -533.35295
203.49902 85.35844 -533.35304
193.49902 85.35844 -533.35364
183.49902 85.35844 -533.35454
173.49902 85.35844 -533.35550
163.49902 85.35844 -533.35630
153.49902 85.35844 -533.35680
143.49902 85.35844 -533.35702
133.49902 85.35844 -533.35714
123.49902 85.35844 -533.35727
113.49902 85.35844 -533.35740
103.49902 85.35844 -533.35743
93.49902 85.35844 -533.35726
93.49902 95.35844 -533.35541
103.49902 95.35844 -533.35567
113.49902 95.35844 -533.35569
123.49902 95.35844 -533.35560
133.49902 95.35844 -533.35546
143.49902 95.35844 -533.35519
153.49902 95.35844 -533.35462
163.49902 95.35844 -533.35367
173.49902 95.35844 -533.35241
183.49902 95.35844 -533.35108
193.49902 95.35844 -533.34998
203.49902 95.35844 -533.34942
213.49902 95.35844 -533.34962
223.49902 95.35844 -533.35053
233.49902 95.35844 -533.35179
243.49902 95.35844 -533.35313
253.49902 95.35844 -533.35444
263.49902 95.35844 -533.35557
273.49902 95.35844 -533.35639
273.49902 105.35844 -533.35528
263.49902 105.35844 -533.35451
253.49902 105.35844 -533.35333
243.49902 105.35844 -533.35175
233.49902 105.35844 -533.34997
223.49902 105.35844 -533.34830
213.49902 105.35844 -533.34692
203.49902 105.35844 -533.34621
193.49902 105.35844 -533.34648
183.49902 105.35844 -533.34763
173.49902 105.35844 -533.34924
163.49902 105.35844 -533.35093
153.49902 105.35844 -533.35237
143.49902 105.35844 -533.35338
133.49902 105.35844 -533.35395
123.49902 105.35844 -533.35422
113.49902 105.35844 -533.35434
103.49902 105.35844 -533.35436
93.49902 105.35844 -533.35415
93.49902 115.35844 -533.35380
103.49902 115.35844 -533.35389
113.49902 115.35844 -533.35382
123.49902 115.35844 -533.35358
133.49902 115.35844 -533.35304
143.49902 115.35844 -533.35206
153.49902 115.35844 -533.35056
163.49902 115.35844 -533.34865
173.49902 115.35844 -533.34660
183.49902 115.35844 -533.34486
193.49902 115.35844 -533.34396
203.49902 115.35844 -533.34428
213.49902 115.35844 -533.34561
223.49902 115.35844 -533.34754
233.49902 115.35844 -533.34986
243.49902 115.35844 -533.35188
253.49902 115.35844 -533.35336
263.49902 115.35844 -533.35435
273.49902 115.35844 -533.35495
273.49902 125.35844 -533.35563
263.49902 125.35844 -533.35520
253.49902 125.35844 -533.35446
243.49902 125.35844 -533.35331
233.49902 125.35844 -533.35162
223.49902 125.35844 -533.34926
213.49902 125.35844 -533.34634
203.49902 125.35844 -533.34428
193.49902 125.35844 -533.34320
183.49902 125.35844 -533.34346
173.49902 125.35844 -533.34502
163.49902 125.35844 -533.34726
153.49902 125.35844 -533.34958
143.49902 125.35844 -533.35156
133.49902 125.35844 -533.35300
123.49902 125.35844 -533.35390
113.49902 125.35844 -533.35436
103.49902 125.35844 -533.35453
93.49902 125.35844 -533.35452
93.49902 135.35844 -533.35627
103.49902 135.35844 -533.35620
113.49902 135.35844 -533.35587
123.49902 135.35844 -533.35511
133.49902 135.35844 -533.35381
143.49902 135.35844 -533.35191
153.49902 135.35844 -533.34953
163.49902 135.35844 -533.34699
173.49902 135.35844 -533.34486
183.49902 135.35844 -533.34393
193.49902 135.35844 -533.34454
203.49902 135.35844 -533.35093
213.49902 135.35844 -533.35246
223.49902 135.35844 -533.35344
233.49902 135.35844 -533.35388
243.49902 135.35844 -533.35407
253.49902 135.35844 -533.35414
263.49902 135.35844 -533.35404
273.49902 135.35844 -533.35361
273.49902 145.35844 -533.35459
263.49902 145.35844 -533.35512
253.49902 145.35844 -533.35529
243.49902 145.35844 -533.35525
233.49902 145.35844 -533.35513
223.49902 145.35844 -533.35492
213.49902 145.35844 -533.35447
203.49902 145.35844 -533.35363
193.49902 145.35844 -533.35237
183.49902 145.35844 -533.35086
173.49902 145.35844 -533.34939
163.49902 145.35844 -533.34834
153.49902 145.35844 -533.34807
143.49902 145.35844 -533.34873
133.49902 145.35844 -533.35000
123.49902 145.35844 -533.35149
113.49902 145.35844 -533.35301
103.49902 145.35844 -533.35440
93.49902 145.35844 -533.35549
93.49902 155.35844 -533.35704
103.49902 155.35844 -533.35611
113.49902 155.35844 -533.35501
123.49902 155.35844 -533.35383
133.49902 155.35844 -533.35269
143.49902 155.35844 -533.35186
